cod_tienda,sales_surface_sqmeters,ventas_valor_per_store,Channel,revenue_per_sqmeter,cluster_labels,cluster_id
168,10800,245285.49,Hipermarkets,22.7116194444,cluster_0,0
181,300,922.89,Supermarkets,3.0763,cluster_1,1
99,200,1694.39,Supermarkets,8.47195,cluster_1,1
145,1600,15108.06,Supermarkets,9.4425375,cluster_1,1
237,500,5062.77,Supermarkets,10.12554,cluster_1,1
118,1600,50.4,Supermarkets,0.0315,cluster_1,1
75,300,8.52,Supermarkets,0.0284,cluster_1,1
298,200,3367.61,Supermarkets,16.83805,cluster_1,1
279,300,2886.63,Supermarkets,9.6221,cluster_1,1
120,500,4.8,Supermarkets,0.0096,cluster_1,1
129,400,18.24,Supermarkets,0.0456,cluster_1,1
212,400,14.16,Supermarkets,0.0354,cluster_1,1
27,500,13.3,Supermarkets,0.0266,cluster_1,1
65,600,8.0,Supermarkets,0.0133333333,cluster_1,1
79,500,42.6,Supermarkets,0.0852,cluster_1,1
153,600,10.03,Supermarkets,0.0167166667,cluster_1,1
294,600,9.44,Supermarkets,0.0157333333,cluster_1,1
63,1200,9.24,Supermarkets,0.0077,cluster_1,1
266,500,16.32,Supermarkets,0.03264,cluster_1,1
45,300,92.16,Supermarkets,0.3072,cluster_1,1
211,600,19.2,Supermarkets,0.032,cluster_1,1
299,1600,24.6,Supermarkets,0.015375,cluster_1,1
234,600,2515.53,Supermarkets,4.19255,cluster_1,1
165,500,2.28,Supermarkets,0.00456,cluster_1,1
10,3400,26.8,Hipermarkets,0.0078823529,cluster_1,1
